productUid,title,collectionHandle,catalogUid,attributesJson
acrylic_600x800-mm-24x32-inch_4-mm_4-0_ver,Acrylic prints — ver,acrylic-prints,acrylic,"{""AcrylicEdge"":""none"",""AcrylicProperties"":""4-mm"",""ColorType"":""4-0"",""Orientation"":""ver"",""ProductStatus"":""activated"",""State"":""published"",""UnifiedAcrylicFormat"":""600x800-mm-24x32-inch""}"
acrylic_600x900-mm-24x36-inch_4-mm_4-0_hor,Acrylic prints — hor,acrylic-prints,acrylic,"{""AcrylicEdge"":""none"",""AcrylicProperties"":""4-mm"",""ColorType"":""4-0"",""Orientation"":""hor"",""ProductStatus"":""activated"",""State"":""published"",""UnifiedAcrylicFormat"":""600x900-mm-24x36-inch""}"
acrylic_600x900-mm-24x36-inch_4-mm_4-0_ver,Acrylic prints — ver,acrylic-prints,acrylic,"{""AcrylicEdge"":""none"",""AcrylicProperties"":""4-mm"",""ColorType"":""4-0"",""Orientation"":""ver"",""ProductStatus"":""activated"",""State"":""published"",""UnifiedAcrylicFormat"":""600x900-mm-24x36-inch""}"
acrylic_700x1000-mm-28x40-inch_4-mm_4-0_hor,Acrylic prints — hor,acrylic-prints,acrylic,"{""AcrylicEdge"":""none"",""AcrylicProperties"":""4-mm"",""ColorType"":""4-0"",""Orientation"":""hor"",""ProductStatus"":""activated"",""State"":""published"",""UnifiedAcrylicFormat"":""700x1000-mm-28x40-inch""}"
acrylic_700x1000-mm-28x40-inch_4-mm_4-0_ver,Acrylic prints — ver,acrylic-prints,acrylic,"{""AcrylicEdge"":""none"",""AcrylicProperties"":""4-mm"",""ColorType"":""4-0"",""Orientation"":""ver"",""ProductStatus"":""activated"",""State"":""published"",""UnifiedAcrylicFormat"":""700x1000-mm-28x40-inch""}"
acrylic_8x12-inch-200x300-mm_4-mm_4-0_hor,Acrylic prints — hor,acrylic-prints,acrylic,"{""AcrylicEdge"":""none"",""AcrylicProperties"":""4-mm"",""ColorType"":""4-0"",""Orientation"":""hor"",""ProductStatus"":""activated"",""State"":""published"",""UnifiedAcrylicFormat"":""8x12-inch-200x300-mm""}"
acrylic_8x12-inch-200x300-mm_4-mm_4-0_ver,Acrylic prints — ver,acrylic-prints,acrylic,"{""AcrylicEdge"":""none"",""AcrylicProperties"":""4-mm"",""ColorType"":""4-0"",""Orientation"":""ver"",""ProductStatus"":""activated"",""State"":""published"",""UnifiedAcrylicFormat"":""8x12-inch-200x300-mm""}"
acrylic_8x24-inch-200x600-mm_4-mm_4-0_hor,Acrylic prints — hor,acrylic-prints,acrylic,"{""AcrylicEdge"":""none"",""AcrylicProperties"":""4-mm"",""ColorType"":""4-0"",""Orientation"":""hor"",""ProductStatus"":""activated"",""State"":""published"",""UnifiedAcrylicFormat"":""8x24-inch-200x600-mm""}"
acrylic_8x24-inch-200x600-mm_4-mm_4-0_ver,Acrylic prints — ver,acrylic-prints,acrylic,"{""AcrylicEdge"":""none"",""AcrylicProperties"":""4-mm"",""ColorType"":""4-0"",""Orientation"":""ver"",""ProductStatus"":""activated"",""State"":""published"",""UnifiedAcrylicFormat"":""8x24-inch-200x600-mm""}"
acrylic_8x8-inch-200x200-mm_4-mm_4-0_hor,Acrylic prints — hor,acrylic-prints,acrylic,"{""AcrylicEdge"":""none"",""AcrylicProperties"":""4-mm"",""ColorType"":""4-0"",""Orientation"":""hor"",""ProductStatus"":""activated"",""State"":""published"",""UnifiedAcrylicFormat"":""8x8-inch-200x200-mm""}"
acrylic_8x8-inch-200x200-mm_4-mm_4-0_ver,Acrylic prints — ver,acrylic-prints,acrylic,"{""AcrylicEdge"":""none"",""AcrylicProperties"":""4-mm"",""ColorType"":""4-0"",""Orientation"":""ver"",""ProductStatus"":""activated"",""State"":""published"",""UnifiedAcrylicFormat"":""8x8-inch-200x200-mm""}"
acrylic_print_product_af_12x12-inch_ap_4-mm_ae_none_cl_4-0_hor,Acrylic prints — hor,acrylic-prints,acrylic,"{""AcrylicEdge"":""none"",""AcrylicFormat"":""12x12-inch"",""AcrylicProperties"":""4-mm"",""ColorType"":""4-0"",""Orientation"":""hor"",""ProductStatus"":""activated"",""State"":""published""}"
acrylic_print_product_af_12x12-inch_ap_4-mm_ae_none_cl_4-0_ver,Acrylic prints — ver,acrylic-prints,acrylic,"{""AcrylicEdge"":""none"",""AcrylicFormat"":""12x12-inch"",""AcrylicProperties"":""4-mm"",""ColorType"":""4-0"",""Orientation"":""ver"",""ProductStatus"":""activated"",""State"":""published""}"
acrylic_print_product_af_12x16-inch_ap_4-mm_ae_none_cl_4-0_hor,Acrylic prints — hor,acrylic-prints,acrylic,"{""AcrylicEdge"":""none"",""AcrylicFormat"":""12x16-inch"",""AcrylicProperties"":""4-mm"",""ColorType"":""4-0"",""Orientation"":""hor"",""ProductStatus"":""activated"",""State"":""published""}"
acrylic_print_product_af_12x16-inch_ap_4-mm_ae_none_cl_4-0_ver,Acrylic prints — ver,acrylic-prints,acrylic,"{""AcrylicEdge"":""none"",""AcrylicFormat"":""12x16-inch"",""AcrylicProperties"":""4-mm"",""ColorType"":""4-0"",""Orientation"":""ver"",""ProductStatus"":""activated"",""State"":""published""}"
acrylic_print_product_af_12x18-inch_ap_4-mm_ae_none_cl_4-0_hor,Acrylic prints — hor,acrylic-prints,acrylic,"{""AcrylicEdge"":""none"",""AcrylicFormat"":""12x18-inch"",""AcrylicProperties"":""4-mm"",""ColorType"":""4-0"",""Orientation"":""hor"",""ProductStatus"":""activated"",""State"":""published""}"
acrylic_print_product_af_12x18-inch_ap_4-mm_ae_none_cl_4-0_ver,Acrylic prints — ver,acrylic-prints,acrylic,"{""AcrylicEdge"":""none"",""AcrylicFormat"":""12x18-inch"",""AcrylicProperties"":""4-mm"",""ColorType"":""4-0"",""Orientation"":""ver"",""ProductStatus"":""activated"",""State"":""published""}"
acrylic_print_product_af_12x36-inch_ap_4-mm_ae_none_cl_4-0_hor,Acrylic prints — hor,acrylic-prints,acrylic,"{""AcrylicEdge"":""none"",""AcrylicFormat"":""12x36-inch"",""AcrylicProperties"":""4-mm"",""ColorType"":""4-0"",""Orientation"":""hor"",""ProductStatus"":""activated"",""State"":""published""}"
acrylic_print_product_af_12x36-inch_ap_4-mm_ae_none_cl_4-0_ver,Acrylic prints — ver,acrylic-prints,acrylic,"{""AcrylicEdge"":""none"",""AcrylicFormat"":""12x36-inch"",""AcrylicProperties"":""4-mm"",""ColorType"":""4-0"",""Orientation"":""ver"",""ProductStatus"":""activated"",""State"":""published""}"
acrylic_print_product_af_16x16-inch_ap_4-mm_ae_none_cl_4-0_hor,Acrylic prints — hor,acrylic-prints,acrylic,"{""AcrylicEdge"":""none"",""AcrylicFormat"":""16x16-inch"",""AcrylicProperties"":""4-mm"",""ColorType"":""4-0"",""Orientation"":""hor"",""ProductStatus"":""activated"",""State"":""published""}"
